CustomerID,Churn,CustomerStatus,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,ComplainRecieved,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,WarehouseToHomeRange,TenureRange,CashbackAmountRange,R,F,M,RFM_Segment,Segment
50053,1,Churned,0.0,Phone,1,8,Debit Card,Male,2.0,4,Phone,2,Single,2,0,No,22.0,0.0,1.0,0.0,111,Very close distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50603,0,Stayed,0.0,Computer,1,11,Debit Card,Male,3.0,3,Phone,2,Single,2,0,No,15.0,1.0,1.0,0.0,111,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50787,1,Churned,0.0,Computer,3,30,Debit Card,Male,3.0,5,Phone,2,Single,2,1,Yes,14.0,1.0,1.0,0.0,111,Moderate Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
51214,1,Churned,0.0,Phone,3,15,Credit Card,Male,2.0,3,Phone,1,Single,2,0,No,13.0,0.0,1.0,0.0,111,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
51241,1,Churned,0.0,Computer,3,30,Cash on Delivery,Male,2.0,1,Phone,5,Single,2,0,No,17.0,1.0,1.0,0.0,111,Moderate Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
51523,1,Churned,0.0,Phone,1,8,Debit Card,Male,2.0,4,Phone,1,Single,2,0,No,22.0,1.0,1.0,0.0,111,Very close distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52073,0,Stayed,0.0,Computer,1,11,Debit Card,Male,3.0,3,Phone,1,Single,2,0,No,15.0,0.0,1.0,0.0,111,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52257,1,Churned,0.0,Computer,3,30,Debit Card,Male,3.0,5,Phone,1,Single,2,1,Yes,14.0,1.0,1.0,0.0,111,Moderate Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
52684,1,Churned,0.0,Phone,3,15,Credit Card,Male,2.0,3,Phone,1,Single,2,0,No,13.0,0.0,1.0,0.0,111,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52711,1,Churned,0.0,Computer,3,30,Cash on Delivery,Male,2.0,1,Phone,5,Single,2,0,No,17.0,0.0,1.0,0.0,111,Moderate Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50177,0,Stayed,0.0,Phone,3,16,Credit Card,Female,3.0,4,Phone,3,Single,2,0,No,12.0,1.0,1.0,0.0,112,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50036,0,Stayed,0.0,Phone,1,16,CC,Male,3.0,3,Phone,2,Divorced,2,0,No,24.0,0.0,2.0,2.0,123,Close Distance,6 Months,Moderate Cashback Amount,3,2,4,324,Lost Potential Customers
50047,1,Churned,0.0,Computer,3,16,Cash on Delivery,Female,3.0,5,Phone,5,Single,1,0,No,21.0,1.0,1.0,0.0,123,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50082,0,Stayed,0.0,Phone,1,16,Debit Card,Male,2.0,2,Phone,4,Married,2,1,Yes,16.0,0.0,2.0,2.0,123,Close Distance,6 Months,Moderate Cashback Amount,3,2,4,324,Lost Potential Customers
50339,1,Churned,0.0,Phone,1,16,Cash on Delivery,Male,3.0,5,Phone,2,Single,2,1,Yes,18.0,1.0,1.0,0.0,123,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
50465,1,Churned,0.0,Phone,1,16,Debit Card,Female,2.0,4,Phone,5,Divorced,2,1,Yes,11.0,0.0,1.0,0.0,123,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50546,0,Stayed,0.0,Phone,1,16,Debit Card,Female,3.0,3,Phone,3,Single,2,0,No,19.0,1.0,1.0,0.0,123,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50585,1,Churned,0.0,Computer,1,16,CC,Male,2.0,4,Phone,5,Single,1,1,Yes,22.0,1.0,1.0,2.0,123,Close Distance,6 Months,Moderate Cashback Amount,3,4,4,344,Lost Customers
50652,1,Churned,0.0,Computer,3,16,E wallet,Female,2.0,3,Phone,2,Single,2,1,Yes,14.0,0.0,1.0,2.0,123,Close Distance,6 Months,Moderate Cashback Amount,3,4,4,344,Lost Customers
51189,1,Churned,0.0,Phone,2,16,UPI,Male,2.0,4,Phone,5,Married,5,1,Yes,15.0,1.0,2.0,0.0,123,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
51387,0,Stayed,0.0,Phone,1,16,Debit Card,Female,2.0,3,Phone,5,Married,2,0,No,13.0,1.0,1.0,0.0,123,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
51432,0,Stayed,0.0,Phone,3,16,Cash on Delivery,Male,3.0,3,Phone,5,Married,4,0,No,13.0,1.0,1.0,0.0,123,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
51506,0,Stayed,0.0,Phone,1,16,CC,Male,3.0,3,Phone,1,Married,2,0,No,24.0,2.0,2.0,2.0,123,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
51517,1,Churned,0.0,Computer,3,16,Cash on Delivery,Female,3.0,5,Phone,5,Single,1,0,No,21.0,1.0,1.0,0.0,123,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
51552,0,Stayed,0.0,Phone,1,16,Debit Card,Male,2.0,1,Phone,4,Married,2,1,Yes,16.0,2.0,2.0,2.0,123,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
51809,1,Churned,0.0,Phone,1,16,Cash on Delivery,Male,3.0,5,Phone,1,Single,2,1,Yes,18.0,0.0,1.0,0.0,123,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
51935,1,Churned,0.0,Phone,1,16,Debit Card,Female,2.0,4,Phone,5,Married,2,1,Yes,11.0,0.0,1.0,0.0,123,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
52016,0,Stayed,0.0,Phone,1,16,Debit Card,Female,3.0,3,Phone,3,Single,2,0,No,19.0,0.0,1.0,0.0,123,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52055,1,Churned,0.0,Computer,1,16,CC,Male,2.0,4,Phone,5,Single,1,1,Yes,22.0,0.0,1.0,2.0,123,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
52122,1,Churned,0.0,Computer,3,16,E wallet,Female,2.0,3,Phone,1,Single,2,1,Yes,14.0,1.0,1.0,2.0,123,Close Distance,6 Months,Moderate Cashback Amount,3,4,4,344,Lost Customers
52144,1,Churned,0.0,Phone,1,31,CC,Male,2.0,4,Phone,4,Single,5,1,Yes,20.0,1.0,2.0,2.0,123,Far Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
52659,1,Churned,0.0,Phone,2,16,UPI,Male,2.0,4,Phone,5,Married,5,1,Yes,15.0,2.0,2.0,0.0,123,Close Distance,6 Months,Moderate Cashback Amount,4,2,4,424,Lost Potential Customers
50105,1,Churned,0.0,Phone,1,16,CC,Male,2.0,4,Phone,2,Single,2,1,Yes,13.0,0.0,1.0,1.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50110,1,Churned,0.0,Phone,1,16,CC,Male,2.0,3,Phone,2,Divorced,6,1,Yes,13.0,0.0,1.0,4.0,124,Close Distance,6 Months,Moderate Cashback Amount,2,4,4,244,Promising Customers
50164,1,Churned,0.0,Phone,1,16,CC,Male,2.0,3,Phone,4,Married,3,1,Yes,13.0,1.0,1.0,2.0,124,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
50291,1,Churned,0.0,Computer,3,16,E wallet,Female,2.0,5,Phone,3,Married,1,0,No,16.0,1.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50346,0,Stayed,0.0,Computer,3,16,CC,Male,2.0,3,Phone,2,Divorced,1,0,No,13.0,0.0,2.0,1.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,2,4,424,Lost Potential Customers
50490,1,Churned,0.0,Computer,1,16,CC,Female,2.0,4,Phone,3,Divorced,2,1,Yes,14.0,0.0,1.0,7.0,124,Close Distance,6 Months,Moderate Cashback Amount,1,4,4,144,New Customers
50559,1,Churned,0.0,Phone,3,16,E wallet,Male,2.0,4,Phone,4,Divorced,2,1,Yes,18.0,0.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
50587,1,Churned,0.0,Phone,1,16,Debit Card,Female,3.0,4,Phone,5,Single,7,1,Yes,20.0,1.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
50608,1,Churned,0.0,Computer,1,16,CC,Female,2.0,3,Phone,4,Single,1,0,No,17.0,0.0,1.0,2.0,124,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
50673,1,Churned,0.0,Phone,1,16,CC,Male,2.0,3,Phone,3,Married,2,0,No,20.0,1.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50873,1,Churned,0.0,Phone,1,16,Debit Card,Female,2.0,3,Phone,3,Single,2,1,Yes,13.0,3.0,7.0,7.0,124,Close Distance,6 Months,Moderate Cashback Amount,,,,,
50953,1,Churned,0.0,Phone,1,16,Cash on Delivery,Male,3.0,4,Phone,5,Single,7,0,No,13.0,0.0,1.0,7.0,124,Close Distance,6 Months,Moderate Cashback Amount,1,4,4,144,New Customers
51012,1,Churned,0.0,Phone,1,16,CC,Male,2.0,3,Phone,4,Married,2,1,Yes,17.0,0.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
51149,1,Churned,0.0,Phone,1,16,CC,Female,3.0,3,Phone,5,Married,2,1,Yes,17.0,0.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
51193,0,Stayed,0.0,Computer,1,16,Debit Card,Female,2.0,3,Phone,1,Single,1,1,Yes,14.0,1.0,1.0,2.0,124,Close Distance,6 Months,Moderate Cashback Amount,3,4,4,344,Lost Customers
51208,1,Churned,0.0,Computer,1,16,Debit Card,Male,3.0,4,Phone,1,Single,2,1,Yes,24.0,1.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
51251,1,Churned,0.0,Computer,1,16,Debit Card,Female,2.0,1,Phone,3,Single,4,1,Yes,14.0,0.0,1.0,3.0,124,Close Distance,6 Months,Moderate Cashback Amount,2,3,4,234,Promising Customers
51266,1,Churned,0.0,Phone,1,16,Cash on Delivery,Male,2.0,4,Phone,1,Married,6,0,No,12.0,0.0,1.0,3.0,124,Close Distance,6 Months,Moderate Cashback Amount,2,4,4,244,Promising Customers
51312,0,Stayed,0.0,Phone,3,16,CC,Male,2.0,3,Phone,5,Single,2,1,Yes,11.0,1.0,1.0,2.0,124,Close Distance,6 Months,Moderate Cashback Amount,3,4,4,344,Lost Customers
51471,0,Stayed,0.0,Phone,1,16,UPI,Female,2.0,4,Phone,4,Married,2,0,No,19.0,2.0,4.0,3.0,124,Close Distance,6 Months,Moderate Cashback Amount,2,1,4,214,Loyal Customers
51575,1,Churned,0.0,Phone,1,16,CC,Male,2.0,4,Phone,1,Single,2,1,Yes,13.0,0.0,1.0,1.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
51580,1,Churned,0.0,Phone,1,16,CC,Male,2.0,3,Phone,1,Married,6,1,Yes,13.0,1.0,1.0,4.0,124,Close Distance,6 Months,Moderate Cashback Amount,2,3,4,234,Promising Customers
51634,1,Churned,0.0,Phone,1,16,CC,Male,2.0,3,Phone,4,Married,3,1,Yes,13.0,1.0,1.0,2.0,124,Close Distance,6 Months,Moderate Cashback Amount,3,4,4,344,Lost Customers
51761,1,Churned,0.0,Computer,3,16,E wallet,Female,2.0,5,Phone,3,Married,1,0,No,16.0,0.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
51816,0,Stayed,0.0,Computer,3,16,CC,Male,2.0,3,Phone,1,Married,1,0,No,13.0,1.0,2.0,1.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
51960,1,Churned,0.0,Computer,1,16,CC,Female,2.0,4,Phone,3,Married,2,1,Yes,14.0,0.0,1.0,7.0,124,Close Distance,6 Months,Moderate Cashback Amount,1,3,4,134,New Customers
52029,1,Churned,0.0,Phone,3,16,E wallet,Male,2.0,4,Phone,4,Married,2,1,Yes,18.0,0.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52057,1,Churned,0.0,Phone,1,16,Debit Card,Female,3.0,4,Phone,5,Single,7,1,Yes,20.0,1.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52078,1,Churned,0.0,Computer,1,16,CC,Female,2.0,3,Phone,4,Single,1,0,No,17.0,0.0,1.0,2.0,124,Close Distance,6 Months,Moderate Cashback Amount,3,4,4,344,Lost Customers
52143,1,Churned,0.0,Phone,1,16,CC,Male,2.0,3,Phone,3,Married,2,0,No,20.0,1.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52343,1,Churned,0.0,Phone,1,16,Debit Card,Female,2.0,3,Phone,3,Single,2,1,Yes,13.0,4.0,7.0,7.0,124,Close Distance,6 Months,Moderate Cashback Amount,,,,,
52423,1,Churned,0.0,Phone,1,16,Cash on Delivery,Male,3.0,4,Phone,5,Single,7,0,No,13.0,1.0,1.0,7.0,124,Close Distance,6 Months,Moderate Cashback Amount,1,4,4,144,New Customers
52482,1,Churned,0.0,Phone,1,16,CC,Male,2.0,3,Phone,4,Married,2,1,Yes,17.0,0.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52619,1,Churned,0.0,Phone,1,16,CC,Female,3.0,3,Phone,5,Married,2,1,Yes,17.0,0.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52663,0,Stayed,0.0,Computer,1,16,Debit Card,Female,2.0,3,Phone,1,Single,1,1,Yes,14.0,1.0,1.0,2.0,124,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
52678,1,Churned,0.0,Computer,1,16,Debit Card,Male,3.0,4,Phone,1,Single,2,1,Yes,24.0,1.0,1.0,0.0,124,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52721,1,Churned,0.0,Computer,1,16,Debit Card,Female,2.0,1,Phone,3,Single,4,1,Yes,14.0,0.0,1.0,3.0,124,Close Distance,6 Months,Moderate Cashback Amount,2,4,4,244,Promising Customers
52736,1,Churned,0.0,Phone,1,16,Cash on Delivery,Male,2.0,4,Phone,1,Married,6,0,No,12.0,1.0,1.0,3.0,124,Close Distance,6 Months,Moderate Cashback Amount,2,3,4,234,Promising Customers
52782,0,Stayed,0.0,Phone,3,16,CC,Male,2.0,3,Phone,5,Single,2,1,Yes,11.0,1.0,1.0,2.0,124,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
50194,0,Stayed,0.0,Phone,1,16,Debit Card,Female,2.0,3,Phone,4,Single,2,1,Yes,12.0,0.0,1.0,2.0,125,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
50297,1,Churned,0.0,Phone,1,16,Cash on Delivery,Female,3.0,4,Phone,4,Divorced,6,0,No,16.0,0.0,1.0,1.0,125,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50426,0,Stayed,0.0,Phone,1,16,CC,Male,2.0,3,Phone,5,Divorced,2,0,No,14.0,0.0,1.0,2.0,125,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
50610,0,Stayed,0.0,Phone,1,16,Debit Card,Male,3.0,5,Phone,5,Divorced,2,0,No,15.0,1.0,1.0,1.0,125,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50709,0,Stayed,0.0,Phone,1,16,Debit Card,Male,2.0,4,Phone,3,Divorced,2,0,No,13.0,2.0,2.0,2.0,125,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
50718,1,Churned,0.0,Phone,1,16,Debit Card,Female,3.0,3,Phone,2,Divorced,2,1,Yes,11.0,1.0,1.0,0.0,125,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50778,0,Stayed,0.0,Phone,1,16,Debit Card,Male,3.0,3,Phone,3,Married,2,0,No,11.0,1.0,1.0,3.0,125,Close Distance,6 Months,Moderate Cashback Amount,2,3,4,234,Promising Customers
50846,0,Stayed,0.0,Phone,3,16,CC,Female,3.0,1,Phone,2,Divorced,9,0,No,14.0,1.0,1.0,0.0,125,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
51215,1,Churned,0.0,Phone,1,16,Debit Card,Male,3.0,3,Phone,4,Single,2,1,Yes,23.0,1.0,1.0,0.0,125,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
51237,0,Stayed,0.0,Computer,1,16,UPI,Male,3.0,1,Phone,1,Married,1,0,No,18.0,2.0,7.0,7.0,125,Close Distance,6 Months,Moderate Cashback Amount,,,,,
51474,0,Stayed,0.0,Phone,1,16,Cash on Delivery,Male,3.0,3,Phone,1,Married,1,0,No,14.0,2.0,2.0,1.0,125,Close Distance,6 Months,Moderate Cashback Amount,4,2,4,424,Lost Potential Customers
51664,0,Stayed,0.0,Phone,1,16,Debit Card,Female,2.0,3,Phone,4,Single,2,1,Yes,12.0,0.0,1.0,2.0,125,Close Distance,6 Months,Moderate Cashback Amount,3,4,4,344,Lost Customers
51767,1,Churned,0.0,Phone,1,16,Cash on Delivery,Female,3.0,4,Phone,4,Married,6,0,No,16.0,1.0,1.0,1.0,125,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
51896,0,Stayed,0.0,Phone,1,16,CC,Male,2.0,3,Phone,5,Married,2,0,No,14.0,1.0,1.0,2.0,125,Close Distance,6 Months,Moderate Cashback Amount,3,4,4,344,Lost Customers
52080,0,Stayed,0.0,Phone,1,16,Debit Card,Male,3.0,5,Phone,5,Married,2,0,No,15.0,0.0,1.0,1.0,125,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
52179,0,Stayed,0.0,Phone,1,16,Debit Card,Male,2.0,4,Phone,3,Married,2,0,No,13.0,1.0,2.0,2.0,125,Close Distance,6 Months,Moderate Cashback Amount,3,2,4,324,Lost Potential Customers
52188,1,Churned,0.0,Phone,1,16,Debit Card,Female,3.0,3,Phone,1,Married,2,1,Yes,11.0,1.0,1.0,0.0,125,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52248,0,Stayed,0.0,Phone,1,16,Debit Card,Male,3.0,3,Phone,3,Married,2,0,No,11.0,1.0,1.0,3.0,125,Close Distance,6 Months,Moderate Cashback Amount,2,4,4,244,Promising Customers
52316,0,Stayed,0.0,Phone,3,16,CC,Female,3.0,1,Phone,1,Married,9,0,No,14.0,0.0,1.0,0.0,125,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52685,1,Churned,0.0,Phone,1,16,Debit Card,Male,3.0,3,Phone,4,Single,2,1,Yes,23.0,1.0,1.0,0.0,125,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
52707,0,Stayed,0.0,Computer,1,16,UPI,Male,3.0,1,Phone,1,Married,1,0,No,18.0,2.0,7.0,7.0,125,Close Distance,6 Months,Moderate Cashback Amount,,,,,
50040,0,Stayed,0.0,Computer,1,16,CC,Male,3.0,4,Phone,3,Married,2,1,Yes,15.0,0.0,1.0,1.0,126,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50238,0,Stayed,0.0,Computer,3,16,CC,Male,2.0,3,Phone,2,Single,2,0,No,24.0,0.0,2.0,2.0,126,Close Distance,6 Months,Moderate Cashback Amount,3,2,4,324,Lost Potential Customers
50298,1,Churned,0.0,Phone,2,16,Cash on Delivery,Male,2.0,4,Phone,2,Single,2,0,No,12.0,1.0,1.0,0.0,126,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50607,1,Churned,0.0,Phone,1,16,CC,Female,3.0,4,Phone,5,Single,2,1,Yes,15.0,0.0,1.0,0.0,126,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50676,1,Churned,0.0,Computer,1,16,CC,Male,2.0,4,Phone,4,Married,2,0,No,15.0,0.0,1.0,0.0,126,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
50707,1,Churned,0.0,Computer,1,16,CC,Male,3.0,3,Phone,3,Divorced,2,0,No,12.0,2.0,2.0,2.0,126,Close Distance,6 Months,Moderate Cashback Amount,3,2,4,324,Lost Potential Customers
50729,0,Stayed,0.0,Phone,1,16,Debit Card,Male,2.0,3,Phone,5,Single,2,0,No,25.0,0.0,1.0,0.0,126,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50791,1,Churned,0.0,Computer,1,16,Debit Card,Female,2.0,4,Phone,3,Single,2,0,No,20.0,2.0,2.0,2.0,126,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
50944,1,Churned,0.0,Computer,1,16,CC,Male,2.0,4,Phone,5,Single,8,0,No,11.0,0.0,1.0,0.0,126,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
51046,0,Stayed,0.0,Computer,1,16,CC,Male,2.0,3,Phone,1,Single,3,0,No,13.0,0.0,1.0,2.0,126,Close Distance,6 Months,Moderate Cashback Amount,3,4,4,344,Lost Customers
51082,0,Stayed,0.0,Computer,1,16,CC,Male,3.0,3,Phone,1,Single,2,0,No,20.0,5.0,5.0,7.0,126,Close Distance,6 Months,Moderate Cashback Amount,1,1,4,114,Loyal Customers
51284,0,Stayed,0.0,Phone,1,16,UPI,Male,3.0,3,Phone,1,Single,2,0,No,13.0,1.0,1.0,4.0,126,Close Distance,6 Months,Moderate Cashback Amount,2,4,4,244,Promising Customers
51510,0,Stayed,0.0,Computer,1,16,CC,Male,3.0,4,Phone,3,Married,2,1,Yes,15.0,0.0,1.0,1.0,126,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
51708,0,Stayed,0.0,Computer,3,16,CC,Male,2.0,3,Phone,1,Single,2,0,No,24.0,2.0,2.0,2.0,126,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
51768,1,Churned,0.0,Phone,2,16,Cash on Delivery,Male,2.0,4,Phone,1,Single,2,0,No,12.0,0.0,1.0,0.0,126,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52077,1,Churned,0.0,Phone,1,16,CC,Female,3.0,4,Phone,5,Single,2,1,Yes,15.0,1.0,1.0,0.0,126,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
52146,1,Churned,0.0,Computer,1,16,CC,Male,2.0,4,Phone,4,Married,2,0,No,15.0,1.0,1.0,0.0,126,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
52177,1,Churned,0.0,Computer,1,16,CC,Male,3.0,3,Phone,3,Married,2,0,No,12.0,1.0,2.0,2.0,126,Close Distance,6 Months,Moderate Cashback Amount,3,2,4,324,Lost Potential Customers
52199,0,Stayed,0.0,Phone,1,16,Debit Card,Male,2.0,3,Phone,5,Single,2,0,No,25.0,0.0,1.0,0.0,126,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52261,1,Churned,0.0,Computer,1,16,Debit Card,Female,2.0,4,Phone,3,Single,2,0,No,20.0,1.0,2.0,2.0,126,Close Distance,6 Months,Moderate Cashback Amount,3,2,4,324,Lost Potential Customers
52414,1,Churned,0.0,Computer,1,16,CC,Male,2.0,4,Phone,5,Single,8,0,No,11.0,1.0,1.0,0.0,126,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
52516,0,Stayed,0.0,Computer,1,16,CC,Male,2.0,3,Phone,1,Single,3,0,No,13.0,0.0,1.0,2.0,126,Close Distance,6 Months,Moderate Cashback Amount,3,4,4,344,Lost Customers
52552,0,Stayed,0.0,Computer,1,16,CC,Male,3.0,3,Phone,1,Single,2,0,No,20.0,0.0,5.0,7.0,126,Close Distance,6 Months,Moderate Cashback Amount,1,1,4,114,Loyal Customers
52754,0,Stayed,0.0,Phone,1,16,UPI,Male,3.0,3,Phone,1,Single,2,0,No,13.0,1.0,1.0,4.0,126,Close Distance,6 Months,Moderate Cashback Amount,2,4,4,244,Promising Customers
50090,1,Churned,0.0,Phone,1,16,Cash on Delivery,Female,2.0,3,Phone,5,Single,6,1,Yes,11.0,1.0,1.0,4.0,127,Close Distance,6 Months,Moderate Cashback Amount,2,3,4,234,Promising Customers
50112,1,Churned,0.0,Phone,1,8,Debit Card,Female,3.0,3,Phone,5,Divorced,8,0,No,20.0,1.0,1.0,7.0,127,Very close distance,6 Months,Moderate Cashback Amount,1,4,4,144,New Customers
50246,1,Churned,0.0,Phone,3,18,Debit Card,Female,3.0,2,Phone,4,Single,2,0,No,15.0,0.0,1.0,0.0,127,Close Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50329,1,Churned,0.0,Computer,2,23,Debit Card,Female,3.0,3,Phone,3,Married,1,1,Yes,11.0,0.0,1.0,0.0,127,Moderate Distance,6 Months,Moderate Cashback Amount,4,4,4,444,Lost Customers
50350,0,Stayed,0.0,Phone,1,29,CC,Male,3.0,2,Phone,2,Divorced,2,1,Yes,11.0,0.0,1.0,4.0,127,Moderate Distance,6 Months,Moderate Cashback Amount,2,4,4,244,Promising Customers
50381,0,Stayed,0.0,Phone,1,12,Debit Card,Female,3.0,3,Phone,2,Divorced,2,1,Yes,13.0,0.0,1.0,2.0,127,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
50438,1,Churned,0.0,Phone,1,6,UPI,Male,3.0,3,Phone,2,Single,2,1,Yes,13.0,5.0,7.0,8.0,127,Very close distance,6 Months,Moderate Cashback Amount,,,,,
50462,0,Stayed,0.0,Computer,1,15,Debit Card,Male,3.0,4,Phone,4,Married,2,0,No,11.0,1.0,1.0,0.0,127,Close Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
50539,1,Churned,0.0,Phone,1,24,UPI,Female,3.0,3,Phone,2,Single,2,0,No,19.0,1.0,1.0,0.0,127,Moderate Distance,6 Months,Moderate Cashback Amount,4,3,4,434,Lost Customers
50628,1,Churned,0.0,Phone,1,22,Debit Card,Female,3.0,1,Phone,5,Single,2,0,No,16.0,15.0,15.0,14.0,127,Moderate Distance,6 Months,Moderate Cashback Amount,,,,,
50752,0,Stayed,0.0,Phone,3,27,E wallet,Male,3.0,1,Phone,2,Single,2,0,No,17.0,0.0,2.0,2.0,127,Moderate Distance,6 Months,Moderate Cashback Amount,3,2,4,324,Lost Potential Customers
50915,1,Churned,0.0,Phone,2,15,Cash on Delivery,Female,3.0,3,Phone,3,Divorced,2,0,No,15.0,1.0,2.0,2.0,127,Close Distance,6 Months,Moderate Cashback Amount,3,3,4,334,Lost Customers
